Year,Week_Number,mean_return,volatility
2016,42,-0.030200000000000005,0.5930541290641184
2016,43,0.4806,0.4288540544287765
2016,44,-0.23620000000000002,0.5787678290990265
2016,45,0.5938000000000001,0.8292250599204055
2016,46,-0.7562,1.6046930236029568
2016,47,0.967,0.2776232459047092
2016,48,-0.09599999999999996,0.7065115002602577
2016,49,-0.0826,0.9349846522804532
2016,50,0.26,1.1607189582323534
2016,51,-0.4024,1.2306637639907987
2016,52,-0.15150000000000002,0.32717834076641855
2017,1,-0.30750000000000005,0.8809057838384307
2017,2,-0.3318,0.8301723917355961
2017,3,0.026249999999999996,1.2752062251520992
2017,4,-0.45380000000000004,1.0054015118349484
2017,5,0.25799999999999995,0.7819900894512667
2017,6,0.46180000000000004,1.3480017433223148
2017,7,0.396,0.6462132001127802
2017,8,1.07825,1.5322054638113434
2017,9,-0.6582,0.6385093578014343
2017,10,0.1666,0.33188748093292103
2017,11,-0.059399999999999974,0.695493925207115
2017,12,-0.07919999999999998,0.41943199687196014
2017,13,0.7,0.4247428633891333
2017,14,0.23259999999999997,1.0598796158054933
2017,15,0.08499999999999999,0.3764713357835715
2017,16,0.48539999999999994,0.3159609153044091
2017,17,0.0634,0.36106966086892434
2017,18,0.34900000000000003,0.2607565914794869
2017,19,-0.071,0.7267155564593344
2017,20,0.8078,1.777607858893519
2017,21,-0.1626,0.24377099909546251
2017,22,0.47625,0.7789640021635574
2017,23,-0.04699999999999997,0.9919362378701567
2017,24,-1.0566,2.1189882727377234
2017,25,-0.10540000000000001,0.8139043555602833
2017,26,0.22619999999999996,0.726103780461168
2017,27,-0.11649999999999999,0.2588107416627061
2017,28,0.28060000000000007,1.809730173257881
2017,29,-0.049999999999999996,0.2712849055882026
2017,30,0.9447999999999999,0.7850243308331278
2017,31,0.1686,0.4296856990871351
2017,32,0.10859999999999995,0.8572480971107489
2017,33,-0.2704,0.8067188481745049
2017,34,-0.16700000000000004,1.0622092543373929
2017,35,-0.06280000000000001,0.7202476657372796
2017,36,0.16899999999999998,1.3821992138135033
2017,37,0.3766,0.42372668077429343
2017,38,-0.21059999999999998,0.5167618406964662
2017,39,-0.3504,0.48776972025741816
2017,40,0.2202,0.5791823547035941
2017,41,1.8679999999999999,1.6165862179296222
2017,42,0.19240000000000004,0.7892976624822855
2017,43,0.16959999999999997,0.8554304764269275
2017,44,0.3428,0.9923573952966742
2017,45,0.2784000000000001,0.9375232263789521
2017,46,1.5106000000000002,5.34240281146976
2017,47,-0.21975000000000003,0.5294219331812136
2017,48,0.1514,0.41723949956829354
2017,49,-0.057599999999999985,0.5488873290576126
2017,50,0.11719999999999997,0.6659926426020035
2017,51,0.22640000000000002,0.6639844124676422
2017,52,0.14075,0.6633758989693048
2018,0,0.3485,0.4656253859058803
2018,1,0.1516,1.1024099963262306
2018,2,0.91325,1.0281168464722286
2018,3,0.7186,0.6514282769422892
2018,4,-0.7298,1.0439433413744255
2018,5,-0.9703999999999999,2.514824307978591
2018,6,1.0661999999999998,0.5947547393674135
2018,7,-2.85875,5.1792724312075595
2018,8,-0.9004,0.8442803444354251
2018,9,0.11300000000000002,1.270788731457751
2018,10,0.10600000000000001,1.0854862965509975
2018,11,-0.8496,1.2001372004900106
2018,12,1.036,1.852539878113289
2018,13,-0.5002000000000001,2.1239029403435556
2018,14,-0.1538,0.5722365769504778
2018,15,0.2266,0.9368032344094462
2018,16,0.07279999999999998,0.8865820323015801
2018,17,0.06220000000000003,1.3198349139191614
2018,18,-0.8292000000000002,1.7795809057190966
2018,19,0.07220000000000004,1.563227334714948
2018,20,-0.28020000000000006,0.8620818986616062
2018,21,0.17025,1.635014449477435
2018,22,0.33820000000000006,1.5433321742256267
2018,23,-0.15839999999999999,0.1385795800253414
2018,24,0.269,0.6916173074757456
2018,25,0.19940000000000005,1.2734913819889007
2018,26,-0.3285,1.0887648965685843
2018,27,0.7472000000000001,1.0820566990689535
2018,28,0.08379999999999999,0.4130559284164797
2018,29,0.017,0.3600729092836616
2018,30,0.33359999999999995,0.8356606966945377
2018,31,0.2468,0.6840092835627306
2018,32,1.7175999999999998,4.345209177933786
2018,33,-0.597,0.759892426597344
2018,34,0.19400000000000003,0.8817255808923772
2018,35,-0.0050000000000000044,0.908605891829162
2018,36,-0.258,0.7982653067746338
2018,37,0.2768,0.3305369873402975
2018,38,-0.4191999999999999,0.4416505405861064
2018,39,-0.12519999999999998,0.871425957841514
2018,40,0.33420000000000005,1.9030468202332804
2018,41,0.4948,1.2373555269202139
2018,42,0.3686,0.8184878129819649
2018,43,0.492,1.6935403744818132
2018,44,0.8204,0.455155248239543
2018,45,-1.536,0.4259436582460173
2018,46,-0.6619999999999999,1.5694243105886523
2018,47,0.5367999999999999,1.1377256699222356
2018,48,-1.0165,1.736899632486959
2018,49,-0.2868,0.7626773236434922
2018,50,-1.0412,1.5367441882109072
2018,51,1.43575,2.8668396507885356
2018,52,1.106,0.0
